alias_name,canonical_name,record_type,conferences,raw_names,source_files,notes
tavis anderson,,output,2021MZT,Tavis Anderson,outputs/2021MZT/output_2021_09_30_MZT_S1/B1_(short)_Zoom_Meeting_Room_1_2021_09_30_12_55_28_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S5/B5_2021_09_30_12_57_07_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk8.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk8.json,
tavis k anderson,,truth,2021MZT,Tavis K Anderson,analysis_v1/data/2021MZT/2021MZT_outcome.json,
yarling chang,,output,2021MZT,Yarling Chang,outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk6.json,
gary moore,,output,2021NES,Gary Moore,outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk1.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk4.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk5.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk6.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk9.json,
grishma gadikota,,output,2021NES,Grishma Gadikota,outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk12.json,
kandis gilliard abdul aziz,,truth,2021NES,Kandis Gilliard Abdul-Aziz,analysis_v1/data/2021NES/2021NES_outcome.json,
kelsey b hatzell,,truth,2021NES,Kelsey B.  Hatzell,analysis_v1/data/2021NES/2021NES_outcome.json,
leo liu,,output,2021NES,Leo Liu | Leo Liu (Utah State University),outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk1.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk8.json,
leslie abdul aziz,,output,2021NES,Leslie Abdul-Aziz,outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk1.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk4.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk5.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk6.json | outputs/2021NES/output_2021_11_04_NES_S4/B4_maybe_wrong_time_2021_11_04_12_36_01_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S10/B4_2021_11_05_13_06_36_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S10/B4_2021_11_05_13_06_36_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S10/B4_2021_11_05_13_06_36_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S10/B4_2021_11_05_13_06_36_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S10/B4_2021_11_05_13_06_36_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S10/B4_2021_11_05_13_06_36_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk9.json,
marcel schriber,,output,2021NES,Marcel Schriber,outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk9.json,
phill milner,,truth,2021NES,Phill Milner,analysis_v1/data/2021NES/2021NES_outcome.json,
phillip milner,,output,2021NES,Phillip Milner,outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk8.json,
t leo liu,,truth,2021NES,T. Leo Liu,analysis_v1/data/2021NES/2021NES_outcome.json,
will bowman,,output,2021NES,Will Bowman | Will Bowman (UC Irvine),outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk1.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S2/B2_Zoom_Meeting_Room_2.2_2021_11_05_11_02_10_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S7/B1_2021_11_05_13_06_40_chunk8.json,
william j bowman,,truth,2021NES,William J. Bowman,analysis_v1/data/2021NES/2021NES_outcome.json,
wilson a smith,,truth,2021NES,Wilson A Smith,analysis_v1/data/2021NES/2021NES_outcome.json,
wilson smith,,output,2021NES,Wilson Smith,outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk1.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk2.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk3.json | outputs/2021NES/output_2021_11_04_NES_S6/B6_2021_11_04_12_32_03_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S1/B1_2021_11_05_11_01_24_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S3/B3_2021_11_05_11_01_14_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk8.json | outputs/2021NES/output_2021_11_05_NES_S4/B4_2021_11_05_11_00_54_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S5/B5_2021_11_05_11_01_07_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk10.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk11.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk12.json | outputs/2021NES/output_2021_11_05_NES_S6/B6_2021_11_05_11_01_03_trimend_chunk9.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk1.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk2.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk3.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk4.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk5.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk6.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk7.json | outputs/2021NES/output_2021_11_05_NES_S8/B2_Zoom_Meeting_Room_2_2021_11_05_13_07_15_chunk8.json,
aaron e engelhart,,truth,2021SLU,Aaron E. Engelhart,analysis_v1/data/2021SLU/2021SLU_outcome.json,
