conf,session,speaker,move_name,names_anyone,names_other,named_person,rule_fired,explanation
2020NES,2020_11_06_NES_S8,Jeff Long,raises_concern,True,False,,nearest_prior,Jeff highlights a critical technical challenge regarding selectivity in the presence of oxygen.
2020NES,2020_11_06_NES_S8,Ellen Matson,returns_to_earlier_idea,True,False,,nearest_prior,Ellen brings back a topic discussed in a previous session regarding biomolecules.
2020NES,2020_11_06_NES_S8,Charles McCrory,combines_ideas,True,False,,on_table_idea,Charles merges the idea of porous conductive materials with biomolecules.
2020NES,2020_11_06_NES_S8,Jeff Long,raises_concern,True,False,,on_table_idea,Jeff points out that making the MOF conductive adds significant difficulty.
2020NES,2020_11_06_NES_S8,Jimmy Jiang,connects_methods,False,False,,nearest_prior,He explicitly questions how his molecular design principles might translate to inorganic systems.
2020NES,2020_11_06_NES_S8,Charles McCrory,raises_concern,True,False,,nearest_prior,Charles points out a potential flaw regarding water out-competing the designed relay.
2020NES,2020_11_06_NES_S8,Charles McCrory,returns_to_earlier_idea,True,False,,on_table_idea,Charles brings back his idea of vapor-fed systems from a previous chunk.
2020NES,2020_11_06_NES_S8,Charles McCrory,extends_existing_idea,False,False,,on_table_idea,He expands on the vapor-fed idea by suggesting the use of waste heat/steam to lower overpotentials.
2020NES,2020_11_06_NES_S8,Charles McCrory,extends_existing_idea,False,False,,on_table_idea,He builds on his previous idea by detailing the sandwich architecture.
2020NES,2020_11_06_NES_S8,Charles McCrory,critiques_or_challenges,True,True,Katie Knowles,named_speaker,Charles corrects Katie's assumption about it being a standard aqueous electrolyte.
2020NES,2020_11_06_NES_S8,Gary Moore,extends_existing_idea,True,False,,on_table_idea,Gary extends the idea by noting that existing DAC materials already perform the necessary hydration.
2020NES,2020_11_06_NES_S8,Gary Moore,returns_to_earlier_idea,True,True,Jose Mendoza,named_speaker,Gary connects the current discussion back to the block diagram Jose shared earlier.
2020NES,2020_11_06_NES_S8,Gary Moore,raises_concern,True,False,,on_table_idea,Gary raises a structural concern about whether capture and conversion should happen at the exact same site.
2020NES,2020_11_06_NES_S8,Jeff Long,synthesizes_contributions,True,False,,nearest_prior,Jeff synthesizes the preceding exchange as a viable project direction.
2020NES,2020_11_06_NES_S8,Charles McCrory,extends_existing_idea,False,False,,on_table_idea,He proposes a specific architectural modification (pH control on the front end) to improve selectivity.
2020NES,2020_11_06_NES_S8,Jeff Long,extends_existing_idea,True,True,Charles McCrory,named_speaker,Jeff completes Charles's thought by suggesting a specific mechanism (poisoning) to achieve the control.
2020NES,2020_11_06_NES_S8,Gary Moore,raises_concern,True,False,,on_table_idea,Gary raises a fundamental concern about the cost-benefit of engineering oxygen tolerance versus just separating it beforehand.
2020NES,2020_11_06_NES_S8,Gary Moore,returns_to_earlier_idea,False,False,,nearest_prior,He explicitly returns to the earlier discussion point about oxygen.
2020NES,2020_11_06_NES_S8,Gary Moore,returns_to_earlier_idea,True,True,Jose Mendoza,named_speaker,Gary suggests adding Jose's earlier point to the notes.
2020NES,2020_11_06_NES_S8,Katie Knowles,synthesizes_contributions,True,False,,on_table_idea,Katie attempts to synthesize the overarching theme of their discussion for the notes.
2020NES,2020_11_06_NES_S8,Katie Knowles,returns_to_earlier_idea,True,True,Will Bowman,named_speaker,Katie brings back a point Will made earlier in the session.
2020NES,2020_11_06_NES_S8,Katie Knowles,synthesizes_contributions,False,False,,nearest_prior,She connects the current discussion to broader program themes and notes a gap.
2020NES,2020_11_06_NES_S8,Katie Knowles,extends_existing_idea,False,False,,on_table_idea,She extends the idea by suggesting the need for in operando spectroscopy to complement microscopy.
2020NES,2020_11_06_NES_S8,Katie Knowles,extends_existing_idea,False,False,,on_table_idea,She connects her lab's findings back to the proposed idea of in operando spectroscopy.
2020NES,2020_11_06_NES_S8,Katie Knowles,raises_concern,False,False,,nearest_prior,She notes a significant challenge or gap in the current understanding.
2020NES,2020_11_06_NES_S8,Katie Knowles,raises_concern,True,False,,nearest_prior,Katie highlights the difficulty of identifying specific defects as a major challenge.
2020NES,2020_11_06_NES_S8,Katie Knowles,extends_existing_idea,True,True,Jose Mendoza,named_speaker,Katie builds on Jose's earlier diagram by suggesting the integration of multiple functionalities into single components.
2020NES,2020_11_06_NES_S8,Katie Knowles,synthesizes_contributions,True,False,,on_table_idea,Katie synthesizes the need for modularity with the goal of reducing interfaces by integrating functions.
2020NES,2020_11_06_NES_S8,Charles McCrory,raises_concern,True,False,,on_table_idea,Charles raises a concern about the vast array of expertise required to successfully build integrated systems.
2020NES,2020_11_06_NES_S8,Emily Ryan,raises_concern,True,False,,nearest_prior,Emily raises a concern that the Scialog funding model does not support the large team sizes needed for this work.
2020NES,2020_11_06_NES_S8,Emily Ryan,raises_concern,True,False,,nearest_prior,Emily reiterates the concern about limited overall funding restricting team sizes.
2020NES,2020_11_06_NES_S8,Charles McCrory,raises_concern,True,False,,on_table_idea,Charles points out that even large funding hubs fail to evenly distribute resources across integrated components.
2020NES,2020_11_06_NES_S8,Gary Moore,extends_existing_idea,True,False,,on_table_idea,Gary connects the enzyme idea back to earlier discussions about system size and cost analysis.
2020NES,2020_11_06_NES_S8,Charles McCrory,extends_existing_idea,True,False,,on_table_idea,Charles extends the previous discussion on biological systems by questioning their applicability to multi-electron transformations.
2020NES,2020_11_06_NES_S8,Katie Knowles,extends_existing_idea,True,True,Charles McCrory,named_speaker,Katie builds on Charles's point by referencing a specific biological system and proposing its application to CO2.
2020NES,2020_11_06_NES_S8,Charles McCrory,raises_concern,True,False,,on_table_idea,Charles points out a specific technical challenge with the proposed biological CO2 reduction system.
2020NES,2020_11_06_NES_S8,Ellen Matson,critiques_or_challenges,True,False,,on_table_idea,Ellen playfully challenges the novelty of the idea by pointing out that plants naturally perform this function.
2020NES,2020_11_06_NES_S8,Jeff Long,raises_concern,False,False,,on_table_idea,Points out a significant environmental concern with the BECCS approach.
2020NES,2020_11_06_NES_S8,Jeff Long,synthesizes_contributions,True,True,Jose Mendoza,named_speaker,Synthesizes Jose's complex explanation into a concise engineering term (repair mechanisms).
2020NES,2020_11_06_NES_S8,Jose Mendoza,extends_existing_idea,False,False,,on_table_idea,Elaborates on his idea by contrasting the typical engineering goal (100% efficiency) with the biological approach (investing energy in healing).
2020NES,2020_11_06_NES_S8,Jeff Long,connects_methods,True,True,Jose Mendoza,named_speaker,Translates Jose's biological concept of 'healing' into the engineering terminology of 'recovery' and 'reuse'.
2020NES,2020_11_06_NES_S8,Jeff Long,extends_existing_idea,False,False,,nearest_prior,Extends the idea by framing it as a specific engineering challenge for their systems.
2020NES,2020_11_06_NES_S8,Ellen Matson,synthesizes_contributions,False,False,,on_table_idea,Synthesizes the entire session's discussion into a structured summary for the report-out.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,extends_existing_idea,True,False,,nearest_prior,Sarbajit expands the scope to include combining utilization with storage.
2020NES,2020_11_06_NES_S9,Rob Coridan,extends_existing_idea,True,True,Jarad Mason,named_speaker,Rob connects Jarad's idea to the established concept of artificial photosynthesis.
2020NES,2020_11_06_NES_S9,Rob Coridan,raises_concern,False,False,,on_table_idea,He points out the technical difficulty of integrating capture and conversion.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,extends_existing_idea,True,False,,on_table_idea,Sarbajit builds on the idea by mentioning the need to link it to direct air capture at scale.
2020NES,2020_11_06_NES_S9,Carlos Morales-Guio,extends_existing_idea,True,False,,nearest_prior,Carlos adds nuance by suggesting that the integration depends on whether the end product is a solid or a gas.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,synthesizes_contributions,True,False,,on_table_idea,Sarbajit synthesizes the discussion by highlighting that different steps in the process can use different methods.
2020NES,2020_11_06_NES_S9,Simona Niguari,raises_concern,False,False,,nearest_prior,She raises a concern about the energy source required for these processes and its impact on net emissions.
2020NES,2020_11_06_NES_S9,Rob Coridan,critiques_or_challenges,False,False,,on_table_idea,"He critiques the fuel approach by pointing out it only achieves net zero, not negative emissions."
2020NES,2020_11_06_NES_S9,Rob Coridan,extends_existing_idea,True,False,,on_table_idea,Rob extends his idea by suggesting burying the carbon alongside nuclear waste.
2020NES,2020_11_06_NES_S9,Carlos Morales-Guio,extends_existing_idea,True,False,,on_table_idea,Carlos builds on the solid carbon idea by introducing methane pyrolysis as a pathway.
2020NES,2020_11_06_NES_S9,Carlos Morales-Guio,combines_ideas,False,False,,on_table_idea,He combines electrochemical conversion with pyrolysis to create a complete cycle.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,extends_existing_idea,True,False,,on_table_idea,Sarbajit adds another chemical pathway (Boudouard reaction) to produce solid carbon.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,synthesizes_contributions,False,False,,on_table_idea,He synthesizes the recent ideas into a potential shared direction for the group.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,extends_existing_idea,True,False,,on_table_idea,Sarbajit builds on the previously discussed idea of burying solid carbon by suggesting specific locations like salt mines and oil wells.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,synthesizes_contributions,True,True,Greeshma Gadikota,on_table_idea,Sarbajit summarizes Greeshma's point about thermodynamic pathways and frames it as a central challenge.
2020NES,2020_11_06_NES_S9,Greeshma Gadikota,extends_existing_idea,True,True,Sarbajit Banerjee,named_speaker,Greeshma builds on Sarbajit's prompt by advocating for electrochemical routes powered by renewable energy.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,raises_concern,True,False,,on_table_idea,Sarbajit points out a specific technical bottleneck in the electrochemical reduction of CO2.
2020NES,2020_11_06_NES_S9,Rob Coridan,raises_concern,False,False,,on_table_idea,He expresses skepticism about the efficiency and reliability of these electrochemical processes.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,raises_concern,True,True,Carlos Morales-Guio,named_speaker,Sarbajit points out a hidden energy cost in the process Carlos described.
2020NES,2020_11_06_NES_S9,Greeshma Gadikota,redirects_idea,True,False,,on_table_idea,Greeshma shifts the focus from producing fuels (like methane) to integrating CO2 utilization into heavy industry.
2020NES,2020_11_06_NES_S9,Greeshma Gadikota,critiques_or_challenges,False,False,,on_table_idea,She critiques the economic viability of converting CO2 to methane.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,synthesizes_contributions,True,True,Greeshma Gadikota,named_speaker,Sarbajit synthesizes Greeshma's point about market awareness into a broader need for systems-level thinking.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,returns_to_earlier_idea,False,False,,on_table_idea,"He brings the conversation back to the idea of producing solid carbon for burial, which was discussed at the very beginning."
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,redirects_idea,False,False,,nearest_prior,He broadens the scope of the conversation to invite ideas beyond electrochemistry.
2020NES,2020_11_06_NES_S9,Sarbajit Banerjee,redirects_idea,False,False,,on_table_idea,He actively steers the conversation toward biological and thermochemical pathways.
2020NES,2020_11_06_NES_S9,Greeshma Gadikota,extends_existing_idea,False,False,,on_table_idea,She builds on the thermochemical idea by expanding its application to removal and utilization.
